"","Title","Maker","Identification_Numbers","Categories","Entities","Acquisition_and_Important_Dates","Description","Dating","School_or_Style","Materials_Used_in_Production","Website"
"161",NA,"Potter: Brannan, James Howard (Probably)","Accession number: GL.C.65-1928|Primary reference Number: 77094|Old object number: 20|Stable URI","Lead-glazed earthenware|Slipware","Puzzle jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Earthenware, slip-coated with incised decoration under lead glaze. Bulbous body with loop handle which forms a tube communicating with three sucking-spouts springing from the rim. Decorated on the lower part of the jug with rough sprays of flowers. Below the handle is a heart-shaped panel with the inscription, 'Drink to mee with your Heart and fill up unto the mark then drink mee pray without spilling or you will [pay] thre shilling'. Above, is a row of geometrical piercings with the date 'nov. 13 1827' incised. The neck is pierced with perforations forming the letters of the name 'JOHN ARNOLD'.","Early 19th Century|George IV|Production date: dated AD 1827 : dated",NA,"Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77094"
"162",NA,"Production: Unknown","Accession number: GL.C.64-1928|Primary reference Number: 77093|Old object number: R.825|Stable URI","Lead-glazed earthenware|Slipware","Harvest jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Earthenware, slip-coated with incised decoration under lead glaze. On the front, a shield-shaped panel with the inscription 'Success to the Plough Revd D Evans'. Above, two flags with the words 'Peace' and 'Plenty'. At the sides, large branches with flowers and foliage. Below the handle, in a heart-shaped panel, the inscription 'Out of the Earth I first was dug, and to the Potter brought, and from a lump of clay was form'd as pleas'd his skilful thought, but now a servent unto you my friends to carry Beer to cheer your hearts and make you sing and Jovial Pass the year, September 9 1817'.","Early 19th Century|George III|Production date: dated AD 1817 : dated",NA,"Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77093"
"163",NA,"Production: Unknown (Probably)","Accession number: GL.C.63-1928|Primary reference Number: 77092|Glaisher MS Catalogue: 3838|Stable URI","Lead-glazed earthenware|Slipware","Posset pot","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Earthenware, slip-coated, with incised decoration under lead glaze. Bulbous shaped pot with wide flaring mouth, and two loop handles (one broken). On one side is a thrush perched on a branch, and on the other side the name and date 'John Hoolme, July 4th 1805'.","Early 19th Century|George III|Production date: dated AD 1805",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77092"
"164",NA,"Production: Unknown (Uncertain)","Accession number: GL.C.62-1928|Primary reference Number: 77091|Glaisher MS Catalogue: 4944|Stable URI","Lead-glazed earthenware|Slipware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Earthenware, slip-coated, with incised decoration under lead glaze. Bulbous body, short neck pinched into a lip at the front, with loop handle. Decorated all over the body with small representations of sailing-boats and various initials and the date 1795.","Late 18th century|Production date: AD 1795 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77091"
"165",NA,"Production: Unknown (Probably)","Accession number: GL.C.6-1928|Primary reference Number: 77090|Glaisher MS Catalogue: 4701|Duplicate: GI.C.6-1928|Stable URI","Lead-glazed earthenware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware, thrown, with buff surface and combed and rouletted decoration under mottled green lead glaze. Oviform body with a wide neck, the lip pinched up from the mouth. Loop handle and spreading base. Wavy bands have been scored around the neck, middle, and handle","13th Century|14th Century|Circa 1200 CE - 1400 CE","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77090"
"166",NA,"Production: Unknown","Accession number: Gl.C.61-1928|Primary reference Number: 77089|Glaisher MS Catalogue: 4420|Stable URI","Lead-glazed earthenware|Slipware","Harvest jug|jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Earthenware, slip-coated with incised decoration under lead glaze. Bulbous body, neck pinched into a lip at the front, with a loop handle. On the front a heart and crossed arrows with the words 'cupids Dart wounded my hart' and the date 1728. Below, a tulip spray between two birds; at the sides thistle and tulip sprays. Two birds above compartments enclosing the initials IS and a thistle below the handle. Round the shoulders, the following inscription: 'When you your frinds you do inuite there hearts and for to chear/O then i pray make use of me and fill me with strong beer/And when that you togather sitt yourselues for to diuert Then fill your cup and drink about a health with all your heart'.","Early 18th Century|George II|Production date: dated AD 1728",NA,"Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77089"
"167",NA,"Production: Unknown (Uncertain)","Accession number: GL.C.60-1928|Primary reference Number: 77088|Stable URI","Lead-glazed earthenware|Slipware","Cistern","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware, covered inside with lead glaze. Oviform, with two small loop handles flanking the wide mouth. The shoulders are decorated with applied decoration, indented with thumb-markings forming on one side the date 1724. Near the base is a bung-hole.","Early 18th Century|Production date: AD 1724",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77088"
"168",NA,"Unknown (Uncertain)","Accession number: GL.C.57-1928|Primary reference Number: 77085|Glaisher MS Catalogue: 4761|Stable URI","Lead-glazed earthenware|Slipware","Cooking-pot","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Cooking-pot. Earthenware, slip-coated with white and speckled with manganese-purple under lead glaze. Cylindrical with flanged top, two strap handles rising above it, and small projecting lip.","18th century|Circa 1700 - 1800",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77085"
"169",NA,"Unknown (Uncertain)","Accession number: GL.C.56-1928|Primary reference Number: 77083|Glaisher MS Catalogue: 2749|Stable URI","Lead-glazed earthenware|Slipware","Dish","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Dish. Earthenware, slip-coated in white and slip-trailed in dark and light red, under lead glaze. Back unglazed. The dish is saucer-shaped with a slightly out-turned rim and crinkled edge. In the middle is a large cock surrounded by the date 1784 and formal linear motives, and a chain-pattern border.","Late 18th century|Production date: AD 1784 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77083"
"170",NA,"Potter: Unknown","Accession number: C.55-1930|Primary reference Number: 77082|Stable URI","Lead-glazed earthenware|East Anglian Redware","Jug","Method of acquisition: Given (1930) by The Friends of the Fitzwilliam Museum","Red earthenware jug with a bulbous body. Thrown, with a flat applied pulled handle, decorated with white slip, and partially lead-glazed.","13th-14th Century|Circa 1250 CE - 1350 CE","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77082"
"171",NA,"Production: Unknown (Uncertain)","Accession number: GL.C.55-1928|Primary reference Number: 77081|Glaisher MS Catalogue: 2672|Stable URI","Lead-glazed earthenware|Slipware","Dish","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Earthenware, slip-coated with white, and slip-trailed in dark red and light red under lead glaze. Back unglazed. Saucer-shaped, with crinkled edge. In the middle is a large cat, flanked by two coiled bands.","Second half of 18th century|Circa 1750 CE - 1800 CE",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77081"
"172",NA,"Unknown (Uncertain)","Accession number: GL.C.54-1928|Primary reference Number: 77080|Glaisher MS Catalogue: 5093|Stable URI","Lead-glazed earthenware|Slipware","Cup","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Cup. Earthenware with slip-trailed decoration under lead glaze. The cup is of ogee profile, with a loop handle. It is decorated on the outside with a row of alternate serrated and narrow leaves.","18th century|Circa 1700 CE - 1750 CE",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77080"
"173",NA,"Unknown (Uncertain)","Accession number: GL.C.53-1928|Primary reference Number: 77079|Glaisher MS Catalogue: 4464|Stable URI","Lead-glazed earthenware|Slipware","Dish","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Dish. Earthenware, slip-coated in dark red, with slip-trailed decoration in light red and white, under lead glaze. Back unglazed. Saucer shaped dish with crinkled edge. The decoration consists of a large formal rosette flanked by leaf-motives symmetrically arranged on either side of a middle stalk.","18th century|Circa 1700 CE - 1800 CE",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77079"
"174",NA,"Unknown (Probably)","Accession number: GL.C.52-1928|Primary reference Number: 77078|Glaisher MS Catalogue: 4129|Stable URI","Lead-glazed earthenware|Slipware","Baking dish","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Baking dish. Earthenware, with slip-trailed decoration under lead glaze. Rectangular dish with rounded corners and crinkled edge. In the middle a cock surrounded by rough frond motives and the date 1860.","Mid-19th Century|Production date: AD 1860 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77078"
"175",NA,"Production: Unknown","Accession number: GL.C.5-1928|Primary reference Number: 77077|Glaisher MS Catalogue: 5027|Duplicate: GI.C.5-1928|Stable URI","Lead-glazed earthenware","Drinking pot|jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware with horizontal reeding on the upper part, partially covered with mottled green lead glaze. The body is slightly convex, with a reeded loop handle, and a spreading base with thumb marks. The neck has a projecting ridge below the mouth.","14th Century|Circa 1300 CE - 1400 CE","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77077"
"176",NA,"Unknown (Perhaps)","Accession number: GL.C.51-1928|Primary reference Number: 77076|Stable URI","Lead-glazed earthenware|Slipware","Posset pot","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Posset pot. Earthenware with slip-trailed decoration under lead glaze. Lower part of pot and base unglazed. Bulbous body with wide flaring mouth and four loop handles (one missing). Round the top the inscription: 'A Present for Thomas Bryan's Wife April 16th 1817'. Below, between the handles, a spray of flowers and rough interlaced or other designs.","Early 19th Century|Production date: AD 1817 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77076"
"177",NA,"Unknown","Accession number: GL.C.50-1928|Primary reference Number: 77075|Glaisher MS Catalogue: 4661|Stable URI","Lead-glazed earthenware|Slipware","Baking dish","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Baking dish. Earthenware, moulded, the front with slip-trailed and marbled decoration under lead glaze; reverse unglazed. Rectangular dish with rounded corners and crinkled edge. Decorated in the middle with a cock walking to the left, with the date 1794 below, and a triangular arrangement of dots above.","Late 18th century|Production date: AD 1794 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77075"
"178",NA,"Unknown (Possibly)","Accession number: GL.C.49-1928|Primary reference Number: 77074|Glaisher MS Catalogue: 4889|Stable URI","Lead-glazed earthenware|Slipware","Baking dish","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Baking dish. Earthenware, moulded, the front with trailed-slip decoration under a lead glaze; reverse unglazed. Rectangular with rounded corners and crinkled edge. In the middle is a horse saddled and harnessed walking to the left with the date '1787' above. His body is decorated with feather combing. In front of him and behind him there is a vertical wavy line, and behind him a more open wavy line.","Late 18th century|Production date: AD 1787 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77074"
"179",NA,"Unknown (Probably)","Accession number: Gl.C.48-1928|Primary reference Number: 77073|Glaisher MS Catalogue: 4850|Stable URI","Lead-glazed earthenware|Slipware","Dish","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Dish. Earthenware, the front with slip-trailed and partly marbled slip decoration, under lead glaze; the reverse unglazed. Circular with a deep well, slanting rim and crinkled edge. In the middle is a large formal rose with long sepals surrounded by tulips alternating with buds. The petals of the flowers are marbled. The rim is decorated to imitate a row of petals with pointed sepals between.","18th century|Circa 1700 CE - 1800 CE",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77073"
"180",NA,"Pottery: Sibley's Pottery|Potter: Sibley, Robert","Accession number: GL.C.47-1928|Primary reference Number: 77072|Old object number: 4879|Stable URI","Lead-glazed earthenware","Barrel (container)","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware, with incised decoration under greenish-yellow lead glaze. Barrel-shaped with a depression in the top. Decorated with impressions of cords and incised ornament consisting of a pheon, a cross and the words 'HIS MAJESTY'S BARREL 1861'.","Mid-19th Century|Victoria I|Production date: AD 1861 : dated",NA,"reddish-brown Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77072"
"181",NA,"Pottery: Lucas's Pottery|Potter: Lucas, Mary","Accession number: GL.C.46-1928|Primary reference Number: 77070|Old object number: 4880|Stable URI","Lead-glazed earthenware|Slipware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware, the front smeared with white clay with incised and impressed decoration under yellow lead glaze flecked with dark brown. Pear-shaped body with reeding round the middle. Wide neck pinched into a lip in front, and a loop handle with longitudianal ridge, and three thumb impressions at the base. Incised on the front is the name and date 'Henry Paton (?) Ely July (?) 18 1836'. Impressed, to the right, is the mark 'M LUCAS ELY'.","19th century|William IV|Production date: AD 1836 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77070"
"182",NA,"Pottery: Lucas's Pottery","Accession number: GL.C.45-1928|Primary reference Number: 77069|Old object number: 3397|Stable URI","Lead-glazed earthenware","Jug|Slipware","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware, with incised and inlaid decoration in white slip under pale yellow lead-glaze. Bulbous with flattened sides, small cylindrical neck and reeded loop handle. On one side is a rough, side profile of a head, and on the other, the initials and date 'J+L/1796 in a rounded panel with flat lower edge.","Late 18th century|George III|Production date: dated AD 1796",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77069"
"183",NA,"Potter: Brackley, Thomas (Probably)","Accession number: GL.C.44-1928|Primary reference Number: 77068|Old object number: 3006|Stable URI","Lead-glazed earthenware","Harvest-bottle|Slipware|Blackware","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Red earthenware, slip-coated in dark brown under lead glaze. In the form of a barrel. Incised on one side with a tree growing from a tub, with the inscription 'Buckland Common 1793'. On one end the initials and date 'TB 1793', also incised.","Late 18th century|George III|Production date: AD 1793",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77068"
"184",NA,"Production: Unidentified Harlow pottery (Probably)","Accession number: GL.C.43-1928|Primary reference Number: 77067|Old object number: 2959|Stable URI","Lead-glazed earthenware","Plate|Slipware|Metropolitan slipware","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Earthenware with white slip-trailed decoration in high-relief under lead glaze. Circular with wide slanting rim, and unglazed back. In the middle is a floral spray, and on the rim, formal palm-branches alternating with dots arranged in lozenges.","Mid 17th century|Circa 1630 CE - 1670 CE",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77067"
"185",NA,"Pottery: Unidentified Harlow pottery (Probably)","Accession number: GL.C.42-1928|Primary reference Number: 77066|Glaisher MS Catalogue: 2961|Stable URI","Lead-glazed earthenware","Mug|Slipware|Metropolitan slipware","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Earthenware with white slip-trailed decoration under yellowish lead-glaze. Barrel-shaped mug with reeding at the base and near the top, and a loop handle. It is decorated with three tongue-shaped motives divided by a vertical line, pointing alternatley upwards and downwards, and edged with short parallel strokes.","Mid 17th century|Circa 1630 CE - 1670 CE",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77066"
"186","Plinth for Owl punch bowl","Pottery: Martin Brothers","Accession number: C.41B-1928|Primary reference Number: 77065|Old entry number: 4451|Stable URI","Stoneware|Salt-glazed stoneware|Art Pottery|Martin ware","Plinth","Method of acquisition: Bequeathed (1928) by Glaisher, J.W.L.","Carved, salt-glazed stoneware plinth Square, carved and unglazed pedestal (almost a cube), with three arched pillars over an openwork oval trellis pattern on each of its sides. The corners are filled with a carved pattern which mimics the oval trellis. There are incised outlines to the main edges, and traces of tool markings and brown, blue and green colours on the sides. The top is flat and undecorated, except for the maker’s name incised in script; it has a waisted and chamfered edge, 4cm deep. The bottom is roughly made with a large circular hole in the middle. The whole is discoloured and marked as if it has been stored outside.","Early 20th century|Edwardian|Production date: AD 1903 : The owl which stands on the plinth is dated 1903","Art Pottery","Stoneware","https://data.fitzmuseum.cam.ac.uk/id/object/77065"
"187",NA,"Production: Unknown","Accession number: GL.C.4-1928|Primary reference Number: 77064|Old object number: 793|Stable URI","Lead-glazed earthenware","Jug|baluster jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Part of a baluster jug, with the neck missing. Pale buff fabric partially covered with green lead glaze. Elongated oviform with wide spreading base. The loop handle has the impression of a finger and thumb on either side, at the top.","Late 13th Century|Early 15th Century|Circa 1275 CE - 1425 CE","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77064"
"188",NA,"Production: Unknown (Probably)","Accession number: GL.C.41-1928|Primary reference Number: 77063|Glaisher MS Catalogue: 2205|Stable URI","Lead-glazed earthenware","Jug|Slipware","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Red earthenware with cream slip-trailed decoration appearing yellow under lead glaze. Ovoid body with short neck pinched into a lip at the front, and a loop handle. The all over decoration consists of rough volutes, dotted rosettes, fronds and arched and wavy lines.","17th Century|Circa 1630 CE - 1670 CE",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77063"
"189",NA,"Production: Unidentified Harlow pottery (Probably)","Accession number: Gl.C.40-1928|Primary reference Number: 77061|Glaisher MS Catalogue: 2822|Stable URI","Lead-glazed earthenware|Metropolitan slipware|Slipware","Jug","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Red earthenware, thrown, with cream slip-trailed decoration under lead glaze. Oviform body, with a short flaring neck and loop handle. The body is decorated with formal fronds and fleur-de-lys, and the neck has interlaced wavy lines.","Mid 17th century|Charles I|Commonwealth|Charles II|Circa 1635 CE - 1665 CE",NA,"not base Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77061"
"190",NA,"Production: Unidentified Harlow pottery (Probably)","Accession number: GL.C.39-1928|Primary reference Number: 77060|Glaisher MS Catalogue: 2962|Stable URI","Lead-glazed earthenware|Metropolitan slipware|Slipware","Jug","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Jug. Earthenware with slip-trailed decoration under lead glaze. Pear-shaped body, decorated with rough star-like motives. Handle missing.","17th Century|Circa 1600 CE - 1700 CE",NA,"Lead-glaze","https://data.fitzmuseum.cam.ac.uk/id/object/77060"
"191",NA,"Production: Unidentified Harlow pottery (Probably)","Accession number: GL.C.37-1928|Primary reference Number: 77058|Glaisher MS Catalogue: 2958|Stable URI","Lead-glazed earthenware|Metropolitan slipware|Slipware","Jug","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Jug. Earthenware with slip-trailed decoration under lead glaze. Oviform body with a wide straight neck. Round the body, the inscription 'REMEMBER GOD', below a border of volutes.","17th Century|Circa 1600 CE - 1700 CE",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77058"
"192",NA,"Production: Unidentified Harlow pottery (Probably)","Accession number: Gl.C.36-1928|Primary reference Number: 77056|Glaisher MS Catalogue: 3972|Stable URI","Lead-glazed earthenware|Metropolitan slipware|Slipware","Bottle|Flask","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware with cream slip-trailed decoration under lead glaze. Square-shaped, tapering slightly towards the rounded shoulders in which there is a circular hole. Covered in a trailed inscription 'IAMES: WANEL: ND/ FEARE GOD THE LORD/ AND FAST AND PRAY/ *ABCDEFGHIKLMTHE'.","Mid 17th century|Circa 1635 CE - 1665 CE",NA,"not base Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77056"
"193",NA,"Production: Unidentified Harlow pottery (Probably)","Accession number: Gl.C.35-1928|Primary reference Number: 77055|Glaisher MS Catalogue: 2957|Stable URI","Lead-glazed earthenware|Slipware|Metropolitan slipware","Pipkin","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Red earthenware with dark cream slip-trailed decoration under yellowish lead glaze, which does not cover the base inside. Circular with carinated sides and everted rim, standing on a low foot. The mouth is pinched up at one side to form a lip, at right angles to the handle, now missing apart from the stump. Round the upper part, above a wavy line, is the trailed inscription 'FAST AND PRAY 1650 W'","Mid 17th century|Commonwealth|Production date: AD 1650 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77055"
"194",NA,"Production: Unidentified Harlow pottery (Probably)","Accession number: Gl.C.34-1928|Primary reference Number: 77054|Glaisher MS Catalogue: 4806|Stable URI","Lead-glazed earthenware|Metropolitan slipware|Slipware","Puzzle jug","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Puzzle jug. Red earthenware, thrown, pierced, and decorated with white slip-trailing under a yellow lead glaze. Ovoid body with a cylindrical neck pierced by slits and circular holes. The loop handle forms a tube connecting with three sucking-spouts (one missing) on the rim. Decorated on the front the initials 'SL' inscribed over the date '1632', flanked by star motives.","17th Century|Production date: AD 1632 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77054"
"195",NA,"Unknown","Accession number: GL.C.33-1928|Primary reference Number: 77053|Glaisher MS Catalogue: 3801|Stable URI","Lead-glazed earthenware","Puzzle jug","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Bulbous puzzle jug. Earthenware, thrown, pierced, and covered in a green lead glaze. Loop handle, and sucking spout at front of rim.","17th Century|Circa 1600 - 1700",NA,"base? Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77053"
"196",NA,"Production: Unknown","Accession number: Gl.C.32-1928|Primary reference Number: 77051|Glaisher MS Catalogue: 2984|Stable URI","Lead-glazed earthenware|Midlands Blackware","Beaker (drinking vessel)","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Cylindrical beaker, with a flaring mouth and spreading base. Red earthenware with brownish-black lead glaze. The handle has been partly restored.","Mid 17th century|Circa 1640 CE - 1660 CE",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77051"
"197",NA,"Maker: Unknown","Accession number: Gl.C.3-1928|Primary reference Number: 77050|Old object number: 3169|Stable URI","Earthenware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Dark red earthenware jug, unglazed. Flat base, body tapering upwards to the wide flaring mouth, which has a horizontal ridge below it. Loop handle.","14th Century|Circa 1300 - 1400","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77050"
"198",NA,"Unknown","Accession number: GL.C.31-1928|Primary reference Number: 77049|Glaisher MS Catalogue: 3929|Stable URI","Lead-glazed earthenware","Mug","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Mug. Red earthenware, covered with an olive-green lead glaze.","16th century|17th Century|Circa 1500 - 1700",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77049"
"199",NA,"Unknown","Accession number: GL.C.30-1928|Primary reference Number: 77048|Old object number: R 908|Stable URI","Lead-glazed earthenware","Bowl","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Bowl. Pale red earthenware with lead glaze.","16th century|17th Century|Circa 1500 - 1700",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77048"
"200",NA,"Unknown","Accession number: GL.C.29-1928|Primary reference Number: 77047|Glaisher MS Catalogue: 800|Stable URI","Lead-glazed earthenware","Watering can","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Pear shaped watering-pot. Base pierced. Red earthenware, covered on the shoulders with a clear lead glaze. With a hole in the middle, where pressure from a thumb can control the water flow.","16th century|17th Century|Circa 1500 - 1700",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77047"
"201",NA,"Pottery: Unidentified Pisan pottery (Possibly)|Pottery: Unidentified Pontorme pottery (Possibly)","Accession number: Gl.C.28-1928|Primary reference Number: 77046|Glaisher MS Catalogue: 811|Stable URI","Lead-glazed earthenware|Slipware","Pilgrim bottle|costrel|pilgrim flask","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Pale red earthenware, partly decorated with red slip marbled with cream, and lead-glazed; the lower part and the underside of the foot are unglazed. The flask stands on a circular foot which rises into a cylindrical stem, above which it bulges out and then contracts into a tall slender, sloping neck with a projecting roll top . On both sides of the bulbous part there are two loops for carrying cords or straps, each moulded with a lion's mask.","Late 16th/17th Century|Circa 1575 CE - 1650 CE",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77046"
"202",NA,"Unknown","Accession number: GL.C.27-1928|Primary reference Number: 77045|Glaisher MS Catalogue: 2873|Stable URI","Lead-glazed earthenware","Puzzle jug","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Globular puzzle jug with pierced neck. Earthenware with dark greenish-brown lead glaze.","16th century|17th Century|Circa 1500 - 1700",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77045"
"203",NA,"Unknown","Accession number: GL.C.26-1928|Primary reference Number: 77044|Glaisher MS Catalogue: 794|Stable URI","Lead-glazed earthenware","Puzzle jug","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Puzzle jug. Earthenware, thrown, pierced, coated in a white slip and covered with a mottled green lead glaze. On the front of the body, the date 1571 applied in relief.","16th century|19th century|Circa 1800 - 1900 Production date: AD 1571 : probably a 19th century fake",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77044"
"204",NA,"Unknown","Accession number: GL.C.25-1928|Primary reference Number: 77042|Glaisher MS Catalogue: 3545|Stable URI","Lead-glazed earthenware","Puzzle jug","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Puzzle jug. Earthenware, partly covered in a white slip under a green lead glaze. The date 1569 is applied in high relief on the bulbous body. Loop handle. A sucking spout rises from the rim.","Mid-16th Century|Production date: AD 1569 : authenticity and date doubtful",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77042"
"205",NA,"Production: Unknown","Accession number: Gl.C.24-1928|Primary reference Number: 77041|Glaisher MS Catalogue: 773|Stable URI","Lead-glazed earthenware|Midlands Blackware","Mug","Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Mug. Earthenware, thrown, with glossy dark brown lead glaze.","17th Century|Circa 1600 - 1700",NA,"Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77041"
"206",NA,"Unknown (Uncertain)","Accession number: Gl.C.23-1928|Primary reference Number: 77040|Old object number: 2860|Stable URI","Lead-glazed earthenware|Midlands Blackware","Flagon","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Dark red earthenware flagon, thrown and rilled, with glossy black lead glaze. Cylindrical with alternating wide and narrow rills and a small loop handle.","Mid 17th century|Circa 1640 CE - 1660 CE",NA,"Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77040"
"207",NA,"Unknown","Accession number: GL.C.22-1928|Primary reference Number: 77039|Old object number: 4691|Stable URI","Lead-glazed earthenware|Midlands Blackware","Tyg|three-handled tyg","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware with black glaze. Circular with sloping sides, a flat base, and three loop handles","Mid 17th century|Circa 1640 CE - 1660 CE",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77039"
